id,timestamp,normalized_time,facility,severity,severity_name,priority,hostname,program,pid,message,device_type,event_category,event_subcategory,source_ip,destination_ip,source_port,destination_port,protocol,username,interface,threat_name,bgp_peer,as_number,ospf_area,risk_score,is_security,is_authentication,is_network_event,is_system_event,data_quality_issues
00c8208e473982fe,2025-08-21 17:54:49,2025-08-21T17:54:49.000Z,16,2,Critical,130,JUN-SRX-01,kernel,30527,Security: Suspicious activity detected from 10.0.10.208 scanning 198.51.100.51 port 53,juniper,security,reconnaissance,10.0.10.208,198.51.100.51,0,53,,,,,,0,,70,true,false,false,false,
77115be93a9a02a6,2025-08-21 06:48:54,2025-08-21T06:48:54.000Z,16,6,Info,134,PA-FW-MGMT-02,mgmtsrvr,17742,Successful admin authentication for user 'mike.wilson' from 203.0.113.75,paloalto,authentication,login_success,203.0.113.75,,0,0,,mike.wilson,for,,,0,,20,false,true,false,false,
5e407f9ab438eb0a,2025-08-21 00:55:03,2025-08-21T00:55:03.000Z,16,4,Warning,132,PA-FW-INET-01,reportd,7791,Health monitor probe to 172.16.10.237 failed - response time 375ms exceeds threshold,paloalto,authentication,login_failure,172.16.10.237,,0,0,,,,,,0,,20,false,true,false,false,
eb9e13c773cdc7b8,2025-08-21 14:12:13,2025-08-21T14:12:13.000Z,16,6,Info,134,PA-FW-DMZ-02,mgmtsrvr,13513,Successful admin authentication for user 'david.brown' from 192.168.1.29,paloalto,authentication,login_success,192.168.1.29,,0,0,,david.brown,for,,,0,,5,false,true,false,false,
17a904be99dedad7,2025-08-21 11:19:14,2025-08-21T11:19:14.000Z,16,6,Info,134,PA-FW-DC-02,mgmtsrvr,20398,Successful admin authentication for user 'attacker' from 1.1.1.207,paloalto,authentication,login_success,1.1.1.207,,0,0,,attacker,for,,,0,,20,false,true,false,false,
c052921c8e5dfbe9,2025-08-21 12:23:31,2025-08-21T12:23:31.000Z,16,1,Alert,129,PA-FW-INET-02,threat,3816,"THREAT,1,2023/08/16 Aug 21 07:54:12,PA-FW-INET-02,THREAT,172.16.1.241,198.51.100.249,172.16.1.241,198.51.100.249,64065,110,0x0,tcp,alert,""DNS amplification detected""",paloalto,security,threat_detection,172.16.1.241,198.51.100.249,0,54,TCP,,detected,54:12,,0,,100,true,false,false,false,
a4ecae0b0db9d55e,2025-08-21 19:45:09,2025-08-21T19:45:09.000Z,16,4,Warning,132,PA-FW-02,devsrvr,16177,Interface tunnel.1 link state changed to up,paloalto,network,interface_event,,,0,0,,,tunnel.1,,,0,,20,false,false,true,false,
8795556f8ec5d1a6,2025-08-21 14:23:13,2025-08-21T14:23:13.000Z,16,6,Info,134,JUN-MX-02,chassisd,6009,Memory utilization: 84% of available memory,juniper,system,resource_monitoring,,,0,84,,,,,,0,,5,false,false,false,true,
b012ff9a59b56b21,2025-08-21 05:58:41,2025-08-21T05:58:41.000Z,16,6,Info,134,PA-FW-DC-01,devsrvr,14479,Memory usage: 80% of total memory,paloalto,system,resource_monitoring,,,0,80,,,,,,0,,5,false,false,false,true,
aa7bc16866585307,2025-08-21 17:58:49,2025-08-21T17:58:49.000Z,16,6,Info,134,PA-FW-DC-01,devsrvr,29808,High CPU usage detected: 71% (threshold: 80%),paloalto,system,resource_monitoring,,,0,71,,,,,,0,,5,false,false,false,true,
51f859e066ed387a,2025-08-21 18:01:43,2025-08-21T18:01:43.000Z,16,4,Warning,132,JUN-RTR-EDGE-02,rpd,16008,ping_probe_failed: Ping probe to 9.9.9.172 failed - RTT 204ms exceeds threshold 100ms,cisco,authentication,login_failure,9.9.9.172,,0,0,,,,,,0,,35,false,true,false,false,
2dd2300e0ac4440f,2025-08-21 07:55:40,2025-08-21T07:55:40.000Z,16,6,Info,134,JUN-RTR-CORE-02,kernel,3335,Unknown event type,cisco,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
e5430b1253fda32a,2025-08-21 01:37:54,2025-08-21T01:37:54.000Z,16,2,Critical,130,JUN-EX-01,kernel,22519,Security: Suspicious activity detected from 203.0.113.106 scanning 4.4.4.63 port 22,juniper,security,reconnaissance,203.0.113.106,4.4.4.63,0,22,,,,,,0,,95,true,false,false,false,
498f4f3e1e1c565c,2025-08-20 21:41:36,2025-08-20T21:41:36.000Z,16,6,Info,134,JUN-RTR-CORE-01,chassisd,25371,CPU utilization: 76% (5-minute average),juniper,system,resource_monitoring,,,0,76,,,,,,0,,5,false,false,false,true,
9ec68042c10c294d,2025-08-21 02:26:04,2025-08-21T02:26:04.000Z,16,6,Info,134,JUN-MX-01,kernel,14078,Unknown event type,juniper,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
815a59bce0defdea,2025-08-20 20:24:50,2025-08-20T20:24:50.000Z,16,4,Warning,132,JUN-EX-02,rpd,15425,ping_probe_failed: Ping probe to 172.16.1.135 failed - RTT 273ms exceeds threshold 100ms,juniper,authentication,login_failure,172.16.1.135,,0,0,,,,,,0,,20,false,true,false,false,
6fcde072bfb6a0b4,2025-08-21 18:56:11,2025-08-21T18:56:11.000Z,16,6,Info,134,PA-FW-02,devsrvr,9322,Disk usage warning: /opt/pancfg at 94% capacity,paloalto,system,system_event,,,0,0,,,,,,0,,5,false,false,false,true,
e139774c77b4a1f1,2025-08-21 16:56:22,2025-08-21T16:56:22.000Z,16,4,Warning,132,PA-FW-INET-02,devsrvr,12316,Interface vlan.10 link state changed to up,paloalto,network,interface_event,,,0,0,,,vlan.10,,,0,,20,false,false,true,false,
9c57ef1f54b2813d,2025-08-21 07:09:42,2025-08-21T07:09:42.000Z,16,1,Alert,129,PA-FW-BRANCH-02,threat,28019,"THREAT,1,2023/08/16 Aug 21 13:17:38,PA-FW-BRANCH-02,THREAT,192.168.1.33,8.8.8.107,192.168.1.33,8.8.8.107,46895,8080,0x0,tcp,alert,""DDoS detected""",paloalto,security,threat_detection,192.168.1.33,8.8.8.107,0,17,TCP,,,17:38,,0,,100,true,false,false,false,
e4b64e38e4196710,2025-08-21 13:10:37,2025-08-21T13:10:37.000Z,16,2,Critical,130,JUN-RTR-CORE-01,kernel,21851,Security: Suspicious activity detected from 10.0.1.125 scanning 203.0.113.136 port 143,juniper,security,reconnaissance,10.0.1.125,203.0.113.136,0,143,,,,,,0,,70,true,false,false,false,
5fb344420df433b8,2025-08-20 22:54:20,2025-08-20T22:54:20.000Z,16,6,Info,134,PA-FW-01,devsrvr,12634,Memory usage: 70% of total memory,paloalto,system,resource_monitoring,,,0,70,,,,,,0,,5,false,false,false,true,
486ca748bbb8be68,2025-08-21 13:38:09,2025-08-21T13:38:09.000Z,16,1,Alert,129,PA-FW-01,threat,21258,"THREAT,1,2023/08/16 Aug 20 20:35:35,PA-FW-01,THREAT,8.8.8.173,9.9.9.156,8.8.8.173,9.9.9.156,12722,9300,0x0,tcp,alert,""malware communication detected""",paloalto,security,threat_detection,8.8.8.173,9.9.9.156,0,35,TCP,,detected,35:35,,0,,100,true,false,false,false,
7a9cb31ff1f0d892,2025-08-21 06:23:17,2025-08-21T06:23:17.000Z,16,6,Info,134,PA-FW-BRANCH-01,devsrvr,16176,Memory usage: 89% of total memory,paloalto,system,resource_monitoring,,,0,89,,,,,,0,,5,false,false,false,true,
d446b6db69a05abe,2025-08-21 10:41:53,2025-08-21T10:41:53.000Z,16,3,Error,131,JUN-QFX-01,kernel,8649,irb.20: link is Up,juniper,network,interface_event,,,0,0,,,,,,0,,30,false,false,true,false,
9f45378ae2cfdbdd,2025-08-21 19:09:00,2025-08-21T19:09:00.000Z,16,6,Info,134,JUN-QFX-02,chassisd,6265,CPU utilization: 73% (5-minute average),juniper,system,resource_monitoring,,,0,73,,,,,,0,,5,false,false,false,true,
ee976966498ffa21,2025-08-21 06:32:25,2025-08-21T06:32:25.000Z,16,6,Info,134,PA-FW-MGMT-01,devsrvr,8903,Disk usage warning: /opt/pancfg at 87% capacity,paloalto,system,system_event,,,0,0,,,,,,0,,5,false,false,false,true,
e823baec9a473dd8,2025-08-20 23:03:32,2025-08-20T23:03:32.000Z,16,6,Info,134,JUN-SRX-01,chassisd,28871,Temperature alarm: Routing Engine temperature 70°C exceeds minor threshold,juniper,network,network_event,,,0,0,,,,,,0,,5,false,false,true,false,
b7d4cf9b670ab9c2,2025-08-20 23:06:59,2025-08-20T23:06:59.000Z,16,3,Error,131,JUN-QFX-01,kernel,17651,lo0: link is Up,juniper,network,interface_event,,,0,0,,,,,,0,,30,false,false,true,false,
2aa66a831cede2e8,2025-08-21 04:32:15,2025-08-21T04:32:15.000Z,16,4,Warning,132,PA-FW-BRANCH-02,devsrvr,16784,Interface ethernet1/2 link state changed to up,paloalto,network,interface_event,,,0,0,,,ethernet1/2,,,0,,20,false,false,true,false,
5779b91cbfb01963,2025-08-21 00:45:52,2025-08-21T00:45:52.000Z,16,6,Info,134,PA-FW-02,system,22325,Unknown event type,paloalto,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
645b2ff8d137c26a,2025-08-20 20:57:24,2025-08-20T20:57:24.000Z,16,2,Critical,130,PA-FW-DC-02,threat,26107,"THREAT,1,2023/08/16 Aug 21 08:12:44,PA-FW-DC-02,THREAT,4.4.4.106,192.168.1.141,4.4.4.106,192.168.1.141,9300,53,0x0,tcp,alert,""Botnet.C2""",paloalto,security,threat_detection,192.168.1.141,4.4.4.106,0,12,TCP,,,12:44,,0,,90,true,false,false,false,
0b8781603a7c5421,2025-08-21 02:42:23,2025-08-21T02:42:23.000Z,16,6,Info,134,JUN-RTR-EDGE-02,chassisd,13506,Temperature alarm: Routing Engine temperature 60°C exceeds minor threshold,cisco,network,network_event,,,0,0,,,,,,0,,5,false,false,true,false,
84cfe2731fe6d335,2025-08-21 07:56:54,2025-08-21T07:56:54.000Z,16,2,Critical,130,PA-FW-MGMT-02,threat,15479,"THREAT,1,2023/08/16 Aug 21 13:52:19,PA-FW-MGMT-02,THREAT,8.8.8.20,172.31.1.250,8.8.8.20,172.31.1.250,5601,22,0x0,tcp,alert,""Malware.Generic""",paloalto,security,threat_detection,172.31.1.250,8.8.8.20,0,52,TCP,,,52:19,,0,,100,true,false,false,false,
7c9c4c8c83baaff8,2025-08-21 03:51:26,2025-08-21T03:51:26.000Z,16,6,Info,134,JUN-QFX-01,kernel,18906,Unknown event type,juniper,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
f48c8e7d416f2c33,2025-08-21 02:53:44,2025-08-21T02:53:44.000Z,16,6,Info,134,PA-FW-MGMT-01,devsrvr,20435,High CPU usage detected: 94% (threshold: 80%),paloalto,system,resource_monitoring,,,0,94,,,,,,0,,5,false,false,false,true,
141e7d936007dccd,2025-08-21 18:14:37,2025-08-21T18:14:37.000Z,16,6,Info,134,JUN-RTR-CORE-02,chassisd,13092,CPU utilization: 71% (5-minute average),cisco,system,resource_monitoring,,,0,71,,,,,,0,,5,false,false,false,true,
23d5d8b7e6a4e9ee,2025-08-21 13:30:21,2025-08-21T13:30:21.000Z,16,6,Info,134,PA-FW-DMZ-02,mgmtsrvr,14311,Successful admin authentication for user 'attacker' from 172.31.1.232,paloalto,authentication,login_success,172.31.1.232,,0,0,,attacker,for,,,0,,20,false,true,false,false,
f0bb750864914d5b,2025-08-21 15:01:52,2025-08-21T15:01:52.000Z,16,5,Notice,133,JUN-RTR-EDGE-02,rpd,5346,route_change: Route 10.0.10.0/24 nexthop 192.168.10.178 protocol DIRECT added to inet.0,cisco,network,routing_event,10.0.10.0,192.168.10.178,0,0,,,,,,0,,10,false,false,true,false,
78b679fb277cf8b9,2025-08-21 19:13:39,2025-08-21T19:13:39.000Z,16,6,Info,134,PA-FW-INET-01,devsrvr,20449,Memory usage: 99% of total memory,paloalto,system,resource_monitoring,,,0,99,,,,,,0,,5,false,false,false,true,
5941f3320298ccf3,2025-08-21 08:53:26,2025-08-21T08:53:26.000Z,16,6,Info,134,PA-FW-INET-02,mgmtsrvr,22253,Successful admin authentication for user 'john.doe' from 10.0.1.69,paloalto,authentication,login_success,10.0.1.69,,0,0,,john.doe,for,,,0,,5,false,true,false,false,
6ae9e33cb64802ea,2025-08-21 02:05:00,2025-08-21T02:05:00.000Z,16,2,Critical,130,JUN-RTR-CORE-01,kernel,3154,Security: Suspicious activity detected from 192.168.10.85 scanning 10.0.1.207 port 995,cisco,security,reconnaissance,10.0.1.207,192.168.10.85,0,995,,,,,,0,,70,true,false,false,false,
e767d381adaa942e,2025-08-21 08:57:00,2025-08-21T08:57:00.000Z,16,6,Info,134,PA-FW-DMZ-02,devsrvr,22970,Memory usage: 94% of total memory,paloalto,system,resource_monitoring,,,0,94,,,,,,0,,5,false,false,false,true,
16d069fe669cffaf,2025-08-21 00:22:19,2025-08-21T00:22:19.000Z,16,4,Warning,132,JUN-RTR-EDGE-01,rpd,4714,ping_probe_failed: Ping probe to 192.168.100.93 failed - RTT 438ms exceeds threshold 100ms,juniper,authentication,login_failure,192.168.100.93,,0,0,,,,,,0,,20,false,true,false,false,
eff4ee383270c518,2025-08-21 09:33:45,2025-08-21T09:33:45.000Z,16,3,Error,131,JUN-RTR-EDGE-01,rpd,6801,bgp_peer_up: BGP peer 208.67.222.222 (External AS 64512) transitioned from Connect to Established,cisco,network,bgp_event,208.67.222.222,,0,0,BGP,,,,208.67.222.222,64512,,45,false,false,true,false,
9fd1e36501cb7348,2025-08-21 16:29:33,2025-08-21T16:29:33.000Z,16,6,Info,134,PA-FW-MGMT-01,devsrvr,10787,High CPU usage detected: 81% (threshold: 80%),paloalto,system,resource_monitoring,,,0,81,,,,,,0,,5,false,false,false,true,
4b20eb8e636d1b39,2025-08-21 15:49:40,2025-08-21T15:49:40.000Z,16,3,Error,131,JUN-RTR-EDGE-01,kernel,28907,st0.1: link is Up,cisco,network,interface_event,,,0,0,,,,,,0,,30,false,false,true,false,
bdfa13c7a554232a,2025-08-21 07:18:49,2025-08-21T07:18:49.000Z,16,4,Warning,132,PA-FW-BRANCH-01,reportd,12583,Health monitor probe to 172.16.10.98 failed - response time 108ms exceeds threshold,paloalto,authentication,login_failure,172.16.10.98,,0,0,,,,,,0,,20,false,true,false,false,
ffa0ae638a7de60a,2025-08-21 07:27:23,2025-08-21T07:27:23.000Z,16,2,Critical,130,PA-FW-DC-02,threat,11121,"THREAT,1,2023/08/16 Aug 21 04:17:10,PA-FW-DC-02,THREAT,8.8.8.240,172.31.1.165,8.8.8.240,172.31.1.165,22,53,0x0,tcp,alert,""Malware.Generic""",paloalto,security,threat_detection,172.31.1.165,8.8.8.240,0,17,TCP,,,17:10,,0,,100,true,false,false,false,
8ad0c5896c6cac4d,2025-08-21 10:12:17,2025-08-21T10:12:17.000Z,16,6,Info,134,PA-FW-MGMT-01,devsrvr,27999,Disk usage warning: /opt/pancfg at 92% capacity,paloalto,system,system_event,,,0,0,,,,,,0,,5,false,false,false,true,
3f367749d2f96141,2025-08-20 23:31:54,2025-08-20T23:31:54.000Z,16,3,Error,131,JUN-SRX-02,kernel,1465,ge-0/0/1: link is Up,juniper,network,interface_event,,,0,0,,,ge-,,,0,,30,false,false,true,false,
3f4fc50c49c17fbd,2025-08-21 10:53:11,2025-08-21T10:53:11.000Z,16,5,Notice,133,JUN-RTR-CORE-02,rpd,25890,route_change: Route 192.168.1.0/24 nexthop 192.168.1.71 protocol DIRECT added to inet.0,cisco,network,routing_event,192.168.1.0,192.168.1.71,0,0,,,,,,0,,10,false,false,true,false,
1d193fe5b7c6a112,2025-08-20 22:35:11,2025-08-20T22:35:11.000Z,16,6,Info,134,JUN-QFX-02,chassisd,2120,Temperature alarm: Routing Engine temperature 45°C exceeds minor threshold,juniper,network,network_event,,,0,0,,,,,,0,,5,false,false,true,false,
f798beea26f48590,2025-08-21 00:30:18,2025-08-21T00:30:18.000Z,16,2,Critical,130,PA-FW-INET-01,threat,9447,"THREAT,1,2023/08/16 Aug 21 02:15:50,PA-FW-INET-01,THREAT,8.8.8.217,8.8.8.184,8.8.8.217,8.8.8.184,8443,9300,0x0,tcp,alert,""Exploit.CVE-2021""",paloalto,security,threat_detection,8.8.8.184,8.8.8.217,0,15,TCP,,ET-,15:50,,0,,100,true,false,false,false,
8b7af6e57f57194e,2025-08-21 16:37:59,2025-08-21T16:37:59.000Z,16,6,Info,134,PA-FW-MGMT-01,system,8614,Unknown event type,paloalto,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
abd45b7914d25546,2025-08-21 12:48:15,2025-08-21T12:48:15.000Z,16,2,Critical,130,PA-FW-DMZ-01,threat,26595,"THREAT,1,2023/08/16 Aug 21 20:05:09,PA-FW-DMZ-01,THREAT,172.16.1.246,9.9.9.175,172.16.1.246,9.9.9.175,995,22,0x0,tcp,alert,""Botnet.C2""",paloalto,security,threat_detection,172.16.1.246,9.9.9.175,0,5,TCP,,,05:09,,0,,90,true,false,false,false,
389465e45a2e9cde,2025-08-21 06:12:13,2025-08-21T06:12:13.000Z,16,2,Critical,130,JUN-RTR-CORE-02,kernel,11545,Security: Suspicious activity detected from 4.4.4.92 scanning 8.8.8.192 port 995,cisco,security,reconnaissance,4.4.4.92,8.8.8.192,0,995,,,,,,0,,85,true,false,false,false,
e101a9e289dacda0,2025-08-21 13:45:00,2025-08-21T13:45:00.000Z,16,6,Info,134,JUN-RTR-EDGE-01,chassisd,1269,CPU utilization: 77% (5-minute average),juniper,system,resource_monitoring,,,0,77,,,,,,0,,5,false,false,false,true,
215f9ec2f24fa1cf,2025-08-21 14:31:08,2025-08-21T14:31:08.000Z,16,4,Warning,132,PA-FW-INET-02,devsrvr,22698,Interface ae2 link state changed to down,paloalto,network,interface_event,,,0,0,,,ae2,,,0,,20,false,false,true,false,
edbcc3fe509f012b,2025-08-20 23:25:30,2025-08-20T23:25:30.000Z,16,2,Critical,130,JUN-QFX-02,kernel,2209,Security: Suspicious activity detected from 9.9.9.142 scanning 4.4.4.2 port 53,juniper,security,reconnaissance,4.4.4.2,9.9.9.142,0,53,,,,,,0,,85,true,false,false,false,
b0a7af2df7dafafc,2025-08-21 05:49:55,2025-08-21T05:49:55.000Z,16,4,Warning,132,PA-FW-DC-01,devsrvr,26805,Interface vlan.10 link state changed to up,paloalto,network,interface_event,,,0,0,,,vlan.10,,,0,,20,false,false,true,false,
bf60255d8b337293,2025-08-21 12:58:20,2025-08-21T12:58:20.000Z,16,4,Warning,132,JUN-RTR-EDGE-02,rpd,29393,ping_probe_failed: Ping probe to 172.16.1.158 failed - RTT 540ms exceeds threshold 100ms,cisco,authentication,login_failure,172.16.1.158,,0,0,,,,,,0,,20,false,true,false,false,
cbcaf2a26648160e,2025-08-21 17:49:10,2025-08-21T17:49:10.000Z,16,3,Error,131,JUN-QFX-01,kernel,16584,xe-0/0/1: link is Down,juniper,network,interface_event,,,0,0,,,xe-,,,0,,30,false,false,true,false,
6273af4ae2fbac40,2025-08-21 16:53:32,2025-08-21T16:53:32.000Z,16,6,Info,134,PA-FW-MGMT-01,devsrvr,25005,High CPU usage detected: 73% (threshold: 80%),paloalto,system,resource_monitoring,,,0,73,,,,,,0,,5,false,false,false,true,
372ff2a1d01ab6a4,2025-08-21 09:21:24,2025-08-21T09:21:24.000Z,16,2,Critical,130,JUN-EX-01,kernel,3164,Security: Suspicious activity detected from 9.9.9.222 scanning 9.9.9.244 port 25,juniper,security,reconnaissance,9.9.9.222,9.9.9.244,0,25,,,,,,0,,85,true,false,false,false,
5ba46b2bc2371fe3,2025-08-21 09:25:14,2025-08-21T09:25:14.000Z,16,4,Warning,132,PA-FW-DMZ-01,devsrvr,20360,Interface ethernet1/2 link state changed to up,paloalto,network,interface_event,,,0,0,,,ethernet1/2,,,0,,20,false,false,true,false,
1b66aa736fe68b79,2025-08-21 06:40:28,2025-08-21T06:40:28.000Z,16,6,Info,134,PA-FW-MGMT-02,devsrvr,9990,Disk usage warning: /opt/pancfg at 97% capacity,paloalto,system,system_event,,,0,0,,,,,,0,,5,false,false,false,true,
8d77ea3439511ac3,2025-08-21 16:39:58,2025-08-21T16:39:58.000Z,16,6,Info,134,PA-FW-BRANCH-02,devsrvr,21850,Memory usage: 95% of total memory,paloalto,system,resource_monitoring,,,0,95,,,,,,0,,5,false,false,false,true,
08b11625a82d1e84,2025-08-21 05:10:27,2025-08-21T05:10:27.000Z,16,6,Info,134,PA-FW-DC-02,sslmgr,1300,"GlobalProtect gateway user authentication succeeded. User: monitor, Source IP: 1.1.1.92",paloalto,authentication,authentication_event,1.1.1.92,,0,1,,authentication,succeeded.,,,0,,20,false,true,false,false,
524ac0a639a1dcb7,2025-08-21 01:24:05,2025-08-21T01:24:05.000Z,16,6,Info,134,PA-FW-DC-01,mgmtsrvr,21949,Successful admin authentication for user 'attacker' from 10.0.1.69,paloalto,authentication,login_success,10.0.1.69,,0,0,,attacker,for,,,0,,5,false,true,false,false,
87f7093299340f53,2025-08-21 00:40:50,2025-08-21T00:40:50.000Z,16,3,Error,131,JUN-SRX-02,kernel,30831,xe-0/0/0: link is Up,juniper,network,interface_event,,,0,0,,,xe-,,,0,,30,false,false,true,false,
21ad4e36abb96750,2025-08-21 09:43:22,2025-08-21T09:43:22.000Z,16,6,Info,134,JUN-MX-01,chassisd,15169,Temperature alarm: Routing Engine temperature 56°C exceeds minor threshold,juniper,network,network_event,,,0,0,,,,,,0,,5,false,false,true,false,
0977ccc0a3a5ea35,2025-08-20 21:06:01,2025-08-20T21:06:01.000Z,16,6,Info,134,JUN-EX-02,chassisd,2462,CPU utilization: 67% (5-minute average),juniper,system,resource_monitoring,,,0,67,,,,,,0,,5,false,false,false,true,
d326609032443f47,2025-08-21 19:49:54,2025-08-21T19:49:54.000Z,16,4,Warning,132,PA-FW-01,devsrvr,16077,Interface tunnel.2 link state changed to up,paloalto,network,interface_event,,,0,0,,,tunnel.2,,,0,,20,false,false,true,false,
610934d8fddfb7f0,2025-08-21 14:54:45,2025-08-21T14:54:45.000Z,16,2,Critical,130,JUN-RTR-EDGE-01,kernel,4095,Security: Suspicious activity detected from 172.16.1.8 scanning 9.9.9.7 port 8443,cisco,security,reconnaissance,172.16.1.8,9.9.9.7,0,8443,,,,,,0,,70,true,false,false,false,
fe12eb0458e0effc,2025-08-21 05:29:07,2025-08-21T05:29:07.000Z,16,5,Notice,133,JUN-QFX-01,rpd,16519,route_change: Route 192.168.10.0/24 nexthop 4.4.4.57 protocol STATIC added to inet.0,juniper,network,routing_event,192.168.10.0,4.4.4.57,0,0,,,,,,0,,10,false,false,true,false,
195089599bfa1387,2025-08-21 03:48:24,2025-08-21T03:48:24.000Z,16,1,Alert,129,PA-FW-DMZ-01,threat,29944,"THREAT,1,2023/08/16 Aug 20 23:45:23,PA-FW-DMZ-01,THREAT,4.4.4.203,172.31.1.137,4.4.4.203,172.31.1.137,1569,23,0x0,tcp,alert,""data exfiltration detected""",paloalto,security,threat_detection,172.31.1.137,4.4.4.203,0,45,TCP,,detected,45:23,,0,,100,true,false,false,false,
df92067be00073a3,2025-08-21 15:27:31,2025-08-21T15:27:31.000Z,16,2,Critical,130,PA-FW-BRANCH-01,threat,15922,"THREAT,1,2023/08/16 Aug 21 11:26:03,PA-FW-BRANCH-01,THREAT,192.168.100.184,9.9.9.68,192.168.100.184,9.9.9.68,3389,8080,0x0,tcp,alert,""Exploit.CVE-2021""",paloalto,security,threat_detection,192.168.100.184,9.9.9.68,0,26,TCP,,,26:03,,0,,90,true,false,false,false,
39057581f94912b4,2025-08-21 12:05:54,2025-08-21T12:05:54.000Z,16,4,Warning,132,PA-FW-01,reportd,29431,Health monitor probe to 8.8.8.226 failed - response time 320ms exceeds threshold,paloalto,authentication,login_failure,8.8.8.226,,0,0,,,,,,0,,35,false,true,false,false,
be9198124d60adaa,2025-08-20 22:12:03,2025-08-20T22:12:03.000Z,16,6,Info,134,PA-FW-DC-01,system,2255,Unknown event type,paloalto,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
a8ed53d3fac060d0,2025-08-21 13:57:47,2025-08-21T13:57:47.000Z,16,4,Warning,132,JUN-EX-01,rpd,13348,ospf_neighbor_down: OSPF neighbor 192.168.1.9 (area 0.0.0.1) state changed from Full to Down on interface et-0/0/0 due to HelloTimerExpired,juniper,network,ospf_event,0.0.0.1,192.168.1.9,0,0,OSPF,,et-0/0/0,,,0,192.168.1.9,35,false,false,true,false,
9b66eebd0acd0075,2025-08-21 09:58:15,2025-08-21T09:58:15.000Z,16,5,Notice,133,JUN-MX-01,rpd,6402,route_change: Route 1.1.1.0/24 nexthop 172.31.1.193 protocol BGP added to inet.0,juniper,network,bgp_event,1.1.1.0,172.31.1.193,0,0,BGP,,,,,0,,25,false,false,true,false,
