id,timestamp,normalized_time,facility,severity,severity_name,priority,hostname,program,pid,message,device_type,event_category,event_subcategory,source_ip,destination_ip,source_port,destination_port,protocol,username,interface,threat_name,bgp_peer,as_number,ospf_area,risk_score,is_security,is_authentication,is_network_event,is_system_event,data_quality_issues
edd0f26aa05cd50c,2025-08-21 02:32:38,2025-08-21T02:32:38.000Z,16,2,Critical,130,ACCESS-SW-02,SEC_LOGIN,14858,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 172.16.1.193, 6 failed attempts",cisco,authentication,login_failure,172.16.1.193,,0,0,,from,,,,0,,40,false,true,false,false,
c9e387ed8e5fb514,2025-08-21 07:18:19,2025-08-21T07:18:19.000Z,16,6,Info,134,ACCESS-SW-02,SSH2,14149,"SSH2_SESSION: SSH2 Session request from 10.0.1.209 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'admin'",cisco,authentication,authentication_event,10.0.1.209,,0,0,,admin,request,,,0,,5,false,true,false,false,
9b821b9f98f30d47,2025-08-21 10:32:49,2025-08-21T10:32:49.000Z,16,6,Info,134,DIST-SW-02,SYS,3291,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 67%; one minute: 62%; five minutes: 57%,cisco,system,resource_monitoring,,,0,67,,,for,,,0,,5,false,false,false,true,
5164c46129733883,2025-08-21 08:17:56,2025-08-21T08:17:56.000Z,16,3,Error,131,DIST-SW-02,BGP,25845,BGP-5-ADJCHANGE: neighbor 203.0.113.2 (AS6453) Up,cisco,network,bgp_event,203.0.113.2,,0,0,BGP,,,,203.0.113.2,6453,,45,false,false,true,false,
6efeb99a96cd7ca7,2025-08-21 17:35:59,2025-08-21T17:35:59.000Z,16,3,Error,131,ACCESS-SW-01,LINEPROTO,19913,"LINEPROTO-5-UPDOWN: Line protocol on Interface Serial0/0/0, changed state to up",cisco,network,interface_event,,,0,0,,,Serial0/0/0,,,0,,30,false,false,true,false,
7bb2803489d3f42e,2025-08-21 12:59:56,2025-08-21T12:59:56.000Z,16,3,Error,131,EDGE-RTR-01,LINEPROTO,4041,"LINEPROTO-5-UPDOWN: Line protocol on Interface Vlan1, changed state to down",cisco,network,interface_event,,,0,0,,,Vlan1,,,0,,30,false,false,true,false,
63e2e54a25dc9573,2025-08-21 05:16:10,2025-08-21T05:16:10.000Z,16,2,Critical,130,ACCESS-SW-02,SEC_LOGIN,19360,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 4.4.4.235, 6 failed attempts",cisco,authentication,login_failure,4.4.4.235,,0,0,,from,,,,0,,55,false,true,false,false,
3f6ffe0e1ae644de,2025-08-21 19:17:06,2025-08-21T19:17:06.000Z,16,6,Info,134,DIST-SW-02,SYS,27911,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 60%; one minute: 55%; five minutes: 50%,cisco,system,resource_monitoring,,,0,60,,,for,,,0,,5,false,false,false,true,
89ce925a1b9a4ebc,2025-08-20 22:06:50,2025-08-20T22:06:50.000Z,16,1,Alert,129,DIST-SW-01,FIREWALL,9132,FIREWALL-1-ATTACK_DETECTED: botnet C&C detected from 8.8.8.2 to 192.168.100.81:6379,cisco,security,threat_detection,192.168.100.81,8.8.8.2,0,6379,,,,,,0,,80,true,false,false,false,
d842103d7c142ade,2025-08-21 04:59:17,2025-08-21T04:59:17.000Z,16,4,Warning,132,EDGE-RTR-01,SSH2,22554,"SSH2_SESSION: SSH2 Session request from 192.168.10.202 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Failed for user 'botnet'",cisco,authentication,login_failure,192.168.10.202,,0,0,,botnet,request,,,0,,20,false,true,false,false,
b2ce71b3417d5c8f,2025-08-20 21:27:20,2025-08-20T21:27:20.000Z,16,6,Info,134,CORE-RTR-02,SYS,13990,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 61%; one minute: 56%; five minutes: 51%,cisco,system,resource_monitoring,,,0,61,,,for,,,0,,5,false,false,false,true,
a9d179d8d792fd2f,2025-08-21 17:57:38,2025-08-21T17:57:38.000Z,16,3,Error,131,ACCESS-SW-02,LINEPROTO,12582,"LINEPROTO-5-UPDOWN: Line protocol on Interface Loopback1, changed state to up",cisco,network,interface_event,,,0,0,,,Loopback1,,,0,,30,false,false,true,false,
ee72b30a99a4565b,2025-08-21 17:55:36,2025-08-21T17:55:36.000Z,16,6,Info,134,DIST-SW-02,SSH2,4071,"SSH2_SESSION: SSH2 Session request from 198.51.100.40 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'hacker'",cisco,authentication,authentication_event,198.51.100.40,,0,0,,hacker,request,,,0,,20,false,true,false,false,
4b4dad8cd542e487,2025-08-21 06:12:53,2025-08-21T06:12:53.000Z,16,6,Info,134,ACCESS-SW-01,SYS,21332,SYS-6-MEM_USAGE: Memory utilization: 80% used,cisco,system,resource_monitoring,,,0,80,,,,,,0,,5,false,false,false,true,
f6951808ca7b2192,2025-08-20 22:14:30,2025-08-20T22:14:30.000Z,16,5,Notice,133,MPLS-PE-01,ROUTING,18921,ROUTING-5-ROUTE_CHANGE: Route 10.0.10.0/24 via 9.9.9.22 added to routing table,cisco,network,routing_event,10.0.10.0,9.9.9.22,0,0,,,,,,0,,10,false,false,true,false,
268091074c01bc41,2025-08-21 00:14:04,2025-08-21T00:14:04.000Z,16,6,Info,134,DIST-SW-02,SSH2,21540,"SSH2_SESSION: SSH2 Session request from 172.16.1.146 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'admin'",cisco,authentication,authentication_event,172.16.1.146,,0,0,,admin,request,,,0,,5,false,true,false,false,
e89266b216a66dd0,2025-08-21 10:04:19,2025-08-21T10:04:19.000Z,16,2,Critical,130,CORE-RTR-02,SEC_LOGIN,21339,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 172.31.1.119, 10 failed attempts",cisco,authentication,login_failure,172.31.1.119,,0,0,,from,,,,0,,55,false,true,false,false,
4a049e5168e46d41,2025-08-21 18:25:59,2025-08-21T18:25:59.000Z,16,6,Info,134,MPLS-PE-02,SYS,4249,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 81%; one minute: 76%; five minutes: 71%,cisco,system,resource_monitoring,,,0,81,,,for,,,0,,5,false,false,false,true,
035a7caf692b1ead,2025-08-21 14:40:11,2025-08-21T14:40:11.000Z,16,6,Info,134,MPLS-PE-02,SYS,15910,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 64%; one minute: 59%; five minutes: 54%,cisco,system,resource_monitoring,,,0,64,,,for,,,0,,5,false,false,false,true,
fa7eed5f67ef69ee,2025-08-21 11:24:20,2025-08-21T11:24:20.000Z,16,6,Info,134,WAN-RTR-02,SYS,22369,SYS-6-MEM_USAGE: Memory utilization: 95% used,cisco,system,resource_monitoring,,,0,95,,,,,,0,,5,false,false,false,true,
b9c16968cfc68a29,2025-08-21 03:18:12,2025-08-21T03:18:12.000Z,16,3,Error,131,CORE-RTR-02,LINEPROTO,28015,"LINEPROTO-5-UPDOWN: Line protocol on Interface Loopback1, changed state to up",cisco,network,interface_event,,,0,0,,,Loopback1,,,0,,30,false,false,true,false,
2f14675a7ec329f2,2025-08-21 17:33:10,2025-08-21T17:33:10.000Z,16,3,Error,131,DIST-SW-01,LINEPROTO,13535,"LINEPROTO-5-UPDOWN: Line protocol on Interface Tunnel0, changed state to down",cisco,network,interface_event,,,0,0,,,Tunnel0,,,0,,30,false,false,true,false,
04e065c14d3dd7a8,2025-08-21 12:38:26,2025-08-21T12:38:26.000Z,16,3,Error,131,DIST-SW-01,BGP,18421,BGP-5-ADJCHANGE: neighbor 203.0.113.1 (AS64517) Up,cisco,network,bgp_event,203.0.113.1,,0,0,BGP,,,,203.0.113.1,64517,,45,false,false,true,false,
b613efe43191e0bf,2025-08-21 16:25:23,2025-08-21T16:25:23.000Z,16,5,Notice,133,DIST-SW-01,ROUTING,5971,ROUTING-5-ROUTE_CHANGE: Route 172.16.10.0/24 via 8.8.8.239 added to routing table,cisco,network,routing_event,172.16.10.0,8.8.8.239,0,0,,,,,,0,,10,false,false,true,false,
87b39d71a9c92696,2025-08-21 12:37:38,2025-08-21T12:37:38.000Z,16,2,Critical,130,WAN-RTR-02,SEC_LOGIN,7225,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 8.8.8.134, 7 failed attempts",cisco,authentication,login_failure,8.8.8.134,,0,0,,from,,,,0,,55,false,true,false,false,
771cc642ab893fdf,2025-08-21 02:49:22,2025-08-21T02:49:22.000Z,16,4,Warning,132,CORE-RTR-02,IPSLA,13394,IPSLA-6-PROBE_LATENCY: RTT probe to 9.9.9.153 exceeded threshold: 418ms (threshold: 100ms),cisco,security,reconnaissance,9.9.9.153,,0,418,,,,,,0,,65,true,false,false,false,
e76253f2bdea9b2a,2025-08-21 18:55:57,2025-08-21T18:55:57.000Z,16,1,Alert,129,DIST-SW-01,FIREWALL,8778,FIREWALL-1-ATTACK_DETECTED: HTTP flood detected from 4.4.4.6 to 4.4.4.104:53,cisco,security,threat_detection,4.4.4.104,4.4.4.6,0,53,,,,,,0,,95,true,false,false,false,
c1c8d1cfd17cd4cc,2025-08-21 01:43:33,2025-08-21T01:43:33.000Z,16,6,Info,134,CORE-RTR-01,SYS,23562,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 86%; one minute: 81%; five minutes: 76%,cisco,system,resource_monitoring,,,0,86,,,for,,,0,,5,false,false,false,true,
4e828a5d7ad98bb5,2025-08-20 22:51:16,2025-08-20T22:51:16.000Z,16,5,Notice,133,WAN-RTR-01,ROUTING,27478,ROUTING-5-ROUTE_CHANGE: Route 203.0.113.0/24 via 4.4.4.28 added to routing table,cisco,network,routing_event,203.0.113.0,4.4.4.28,0,0,,,,,,0,,25,false,false,true,false,
8518e8bab75a6856,2025-08-21 19:45:35,2025-08-21T19:45:35.000Z,16,4,Warning,132,WAN-RTR-02,OSPF,11671,"OSPF-5-ADJCHG: Process 1, Nbr 192.168.10.2 on GigabitEthernet0/0/0 from FULL to DOWN, Neighbor Down: Dead timer expired",cisco,network,ospf_event,192.168.10.2,,0,0,OSPF,,GigabitEthernet0/0/0,,,0,,20,false,false,true,false,
6ce74adc21053681,2025-08-21 11:58:56,2025-08-21T11:58:56.000Z,16,3,Error,131,ACCESS-SW-01,LINEPROTO,30166,"LINEPROTO-5-UPDOWN: Line protocol on Interface Loopback1, changed state to up",cisco,network,interface_event,,,0,0,,,Loopback1,,,0,,30,false,false,true,false,
ec7970e6605823d5,2025-08-21 16:08:59,2025-08-21T16:08:59.000Z,16,4,Warning,132,ACCESS-SW-01,SSH2,8013,"SSH2_SESSION: SSH2 Session request from 192.168.1.145 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Failed for user 'backup'",cisco,authentication,login_failure,192.168.1.145,,0,0,,backup,request,,,0,,20,false,true,false,false,
67625ed6f8c386b5,2025-08-21 12:02:05,2025-08-21T12:02:05.000Z,16,2,Critical,130,CORE-RTR-02,SEC_LOGIN,30980,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 9.9.9.24, 5 failed attempts",cisco,authentication,login_failure,9.9.9.24,,0,0,,from,,,,0,,55,false,true,false,false,
759aa4c2af310b3e,2025-08-21 15:17:43,2025-08-21T15:17:43.000Z,16,4,Warning,132,CORE-RTR-01,IPSLA,7765,IPSLA-6-PROBE_LATENCY: RTT probe to 4.4.4.14 exceeded threshold: 157ms (threshold: 100ms),cisco,security,reconnaissance,4.4.4.14,,0,157,,,,,,0,,65,true,false,false,false,
12478352460ff74d,2025-08-21 06:38:52,2025-08-21T06:38:52.000Z,16,3,Error,131,DIST-SW-01,LINEPROTO,12114,"LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet0/0/0, changed state to down",cisco,network,interface_event,,,0,0,,,GigabitEthernet0/0/0,,,0,,30,false,false,true,false,
be66ae9020c2b0f7,2025-08-21 10:26:37,2025-08-21T10:26:37.000Z,16,4,Warning,132,CORE-RTR-02,SSH2,9866,"SSH2_SESSION: SSH2 Session request from 10.10.1.90 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Failed for user 'botnet'",cisco,authentication,login_failure,10.10.1.90,,0,0,,botnet,request,,,0,,20,false,true,false,false,
7371b29ee9d0029c,2025-08-21 08:15:35,2025-08-21T08:15:35.000Z,16,4,Warning,132,EDGE-RTR-01,OSPF,12323,"OSPF-5-ADJCHG: Process 1, Nbr 192.168.100.28 on GigabitEthernet0/0/0 from LOADING to FULL, Loading Done",cisco,network,ospf_event,192.168.100.28,,0,0,OSPF,,GigabitEthernet0/0/0,,,0,,20,false,false,true,false,
b1157f05a1d3f07e,2025-08-20 21:16:26,2025-08-20T21:16:26.000Z,16,6,Info,134,WAN-RTR-02,SSH2,13234,"SSH2_SESSION: SSH2 Session request from 8.8.8.87 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'admin'",cisco,authentication,authentication_event,8.8.8.87,,0,0,,admin,request,,,0,,20,false,true,false,false,
cee3eacc1ed141db,2025-08-21 16:53:24,2025-08-21T16:53:24.000Z,16,1,Alert,129,MPLS-PE-01,FIREWALL,28969,FIREWALL-1-ATTACK_DETECTED: HTTP flood detected from 10.0.1.34 to 4.4.4.135:27017,cisco,security,threat_detection,10.0.1.34,4.4.4.135,0,27017,,,,,,0,,80,true,false,false,false,
a4239d0e65bd1a72,2025-08-21 02:38:42,2025-08-21T02:38:42.000Z,16,2,Critical,130,MPLS-PE-01,SEC_LOGIN,26950,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 4.4.4.177, 6 failed attempts",cisco,authentication,login_failure,4.4.4.177,,0,0,,from,,,,0,,55,false,true,false,false,
95e9321d5581668f,2025-08-21 04:09:39,2025-08-21T04:09:39.000Z,16,4,Warning,132,ACCESS-SW-01,IPSLA,7495,IPSLA-6-PROBE_LATENCY: RTT probe to 203.0.113.148 exceeded threshold: 369ms (threshold: 100ms),cisco,security,reconnaissance,203.0.113.148,,0,369,,,,,,0,,65,true,false,false,false,
05020b8cbdb4ca04,2025-08-21 13:24:33,2025-08-21T13:24:33.000Z,16,6,Info,134,MPLS-PE-02,SYS,5665,SYS-6-CPU_USAGE: CPU utilization for 5 seconds: 82%; one minute: 77%; five minutes: 72%,cisco,system,resource_monitoring,,,0,82,,,for,,,0,,5,false,false,false,true,
aeecf53fb1ad4de4,2025-08-21 15:55:53,2025-08-21T15:55:53.000Z,16,6,Info,134,EDGE-RTR-02,SYS,1521,SYS-6-MEM_USAGE: Memory utilization: 79% used,cisco,system,resource_monitoring,,,0,79,,,,,,0,,5,false,false,false,true,
f7bd635f29a69cbb,2025-08-21 09:20:16,2025-08-21T09:20:16.000Z,16,6,Info,134,ACCESS-SW-01,SYS,29094,SYS-6-MEM_USAGE: Memory utilization: 82% used,cisco,system,resource_monitoring,,,0,82,,,,,,0,,5,false,false,false,true,
9f47f1f97506cc49,2025-08-21 04:05:48,2025-08-21T04:05:48.000Z,16,6,Info,134,ACCESS-SW-01,SSH2,18756,"SSH2_SESSION: SSH2 Session request from 172.16.1.93 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'scanner'",cisco,authentication,authentication_event,172.16.1.93,,0,0,,scanner,request,,,0,,5,false,true,false,false,
b3aa632b20837b5f,2025-08-21 02:08:28,2025-08-21T02:08:28.000Z,16,4,Warning,132,CORE-RTR-02,OSPF,20005,"OSPF-5-ADJCHG: Process 1, Nbr 198.51.100.98 on GigabitEthernet0/0/0 from LOADING to FULL, Loading Done",cisco,network,ospf_event,198.51.100.98,,0,0,OSPF,,GigabitEthernet0/0/0,,,0,,35,false,false,true,false,
75fed0a70340d419,2025-08-21 01:55:32,2025-08-21T01:55:32.000Z,16,4,Warning,132,ACCESS-SW-01,IPSLA,8105,IPSLA-6-PROBE_LATENCY: RTT probe to 172.16.1.100 exceeded threshold: 218ms (threshold: 100ms),cisco,security,reconnaissance,172.16.1.100,,0,218,,,,,,0,,50,true,false,false,false,
a7cd9d4cfb3a4372,2025-08-20 23:54:09,2025-08-20T23:54:09.000Z,16,6,Info,134,EDGE-RTR-02,SYSTEM,25304,Unknown event type,cisco,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
f2aa630699f495fe,2025-08-21 16:46:49,2025-08-21T16:46:49.000Z,16,1,Alert,129,MPLS-PE-02,FIREWALL,15265,FIREWALL-1-ATTACK_DETECTED: brute force detected from 192.168.1.188 to 4.4.4.21:143,cisco,security,threat_detection,192.168.1.188,4.4.4.21,0,143,,,,,,0,,80,true,false,false,false,
8eb49fd0e189bc67,2025-08-21 01:22:55,2025-08-21T01:22:55.000Z,16,2,Critical,130,WAN-RTR-01,SEC_LOGIN,29188,"SEC_LOGIN-4-LOGIN_FAILED: Login failed for user from 198.51.100.136, 6 failed attempts",cisco,authentication,login_failure,198.51.100.136,,0,0,,from,,,,0,,55,false,true,false,false,
00317162aefb8585,2025-08-21 16:46:11,2025-08-21T16:46:11.000Z,16,6,Info,134,ACCESS-SW-02,SYS,9253,SYS-6-MEM_USAGE: Memory utilization: 76% used,cisco,system,resource_monitoring,,,0,76,,,,,,0,,5,false,false,false,true,
4201bb89dbab2df3,2025-08-21 12:26:19,2025-08-21T12:26:19.000Z,16,4,Warning,132,ACCESS-SW-01,SSH2,12153,"SSH2_SESSION: SSH2 Session request from 4.4.4.169 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Failed for user 'john.doe'",cisco,authentication,login_failure,4.4.4.169,,0,0,,john.doe,request,,,0,,35,false,true,false,false,
ebb2f7fdbd3f9a37,2025-08-21 12:54:06,2025-08-21T12:54:06.000Z,16,4,Warning,132,EDGE-RTR-01,IPSLA,4889,IPSLA-6-PROBE_LATENCY: RTT probe to 1.1.1.252 exceeded threshold: 151ms (threshold: 100ms),cisco,security,reconnaissance,1.1.1.252,,0,151,,,,,,0,,65,true,false,false,false,
57360c322011c728,2025-08-21 17:23:23,2025-08-21T17:23:23.000Z,16,1,Alert,129,ACCESS-SW-02,FIREWALL,11002,FIREWALL-1-ATTACK_DETECTED: UDP flood detected from 4.4.4.234 to 172.31.1.17:143,cisco,security,threat_detection,172.31.1.17,4.4.4.234,0,143,UDP,,,,,0,,95,true,false,false,false,
54552f6bf3f42dbd,2025-08-21 13:00:54,2025-08-21T13:00:54.000Z,16,4,Warning,132,ACCESS-SW-02,IPSLA,27452,IPSLA-6-PROBE_LATENCY: RTT probe to 10.0.10.173 exceeded threshold: 168ms (threshold: 100ms),cisco,security,reconnaissance,10.0.10.173,,0,168,,,,,,0,,50,true,false,false,false,
2a438ed090aab43c,2025-08-21 11:20:28,2025-08-21T11:20:28.000Z,16,6,Info,134,DIST-SW-01,SSH2,8186,"SSH2_SESSION: SSH2 Session request from 4.4.4.119 (tty = 0) using crypto cipher 'aes256-ctr', hmac 'hmac-sha2-256' Succeeded for user 'david.brown'",cisco,authentication,authentication_event,4.4.4.119,,0,0,,david.brown,request,,,0,,20,false,true,false,false,
10afb2ba22690b9d,2025-08-21 18:23:26,2025-08-21T18:23:26.000Z,16,3,Error,131,EDGE-RTR-02,LINEPROTO,26610,"LINEPROTO-5-UPDOWN: Line protocol on Interface TenGigabitEthernet0/0/0, changed state to up",cisco,network,interface_event,,,0,0,,,TenGigabitEthernet0/0/0,,,0,,30,false,false,true,false,
c052181790d950cd,2025-08-21 20:11:39,2025-08-21T20:11:39.000Z,16,1,Alert,129,EDGE-RTR-01,FIREWALL,15613,FIREWALL-1-ATTACK_DETECTED: DNS amplification detected from 203.0.113.222 to 10.10.1.110:9200,cisco,security,threat_detection,10.10.1.110,203.0.113.222,0,9200,,,detected,,,0,,80,true,false,false,false,
f5a863c34120cd9a,2025-08-21 11:00:27,2025-08-21T11:00:27.000Z,16,4,Warning,132,CORE-RTR-02,IPSLA,7469,IPSLA-6-PROBE_LATENCY: RTT probe to 198.51.100.215 exceeded threshold: 340ms (threshold: 100ms),cisco,security,reconnaissance,198.51.100.215,,0,340,,,,,,0,,65,true,false,false,false,
a961cb24d054dce1,2025-08-21 01:17:22,2025-08-21T01:17:22.000Z,16,5,Notice,133,MPLS-PE-01,ROUTING,10753,ROUTING-5-ROUTE_CHANGE: Route 172.16.10.0/24 via 172.16.1.58 added to routing table,cisco,network,routing_event,172.16.1.58,172.16.10.0,0,0,,,,,,0,,10,false,false,true,false,
c8d9fad37714edd1,2025-08-21 16:08:14,2025-08-21T16:08:14.000Z,16,4,Warning,132,CORE-RTR-01,IPSLA,17390,IPSLA-6-PROBE_LATENCY: RTT probe to 203.0.113.180 exceeded threshold: 346ms (threshold: 100ms),cisco,security,reconnaissance,203.0.113.180,,0,346,,,,,,0,,65,true,false,false,false,
7dded1157467739e,2025-08-21 02:22:14,2025-08-21T02:22:14.000Z,16,4,Warning,132,MPLS-PE-01,IPSLA,5257,IPSLA-6-PROBE_LATENCY: RTT probe to 172.16.10.207 exceeded threshold: 360ms (threshold: 100ms),cisco,security,reconnaissance,172.16.10.207,,0,360,,,,,,0,,50,true,false,false,false,
dec1f3170b645dbf,2025-08-21 14:13:01,2025-08-21T14:13:01.000Z,16,6,Info,134,MPLS-PE-01,SYS,3672,SYS-6-MEM_USAGE: Memory utilization: 96% used,cisco,system,resource_monitoring,,,0,96,,,,,,0,,5,false,false,false,true,
881280c0698416cc,2025-08-21 01:39:02,2025-08-21T01:39:02.000Z,16,6,Info,134,MPLS-PE-02,SYS,17946,SYS-6-MEM_USAGE: Memory utilization: 75% used,cisco,system,resource_monitoring,,,0,75,,,,,,0,,5,false,false,false,true,
b66c44cbc7e3e061,2025-08-21 00:02:28,2025-08-21T00:02:28.000Z,16,6,Info,134,EDGE-RTR-02,SYS,12461,SYS-6-MEM_USAGE: Memory utilization: 78% used,cisco,system,resource_monitoring,,,0,78,,,,,,0,,5,false,false,false,true,
49086ddfb0432db7,2025-08-21 17:10:29,2025-08-21T17:10:29.000Z,16,3,Error,131,EDGE-RTR-02,BGP,18570,BGP-5-ADJCHANGE: neighbor 4.4.4.4 (AS64519) Up,cisco,network,bgp_event,4.4.4.4,,0,0,BGP,,,,4.4.4.4,64519,,45,false,false,true,false,
2d049ebeff0cf8db,2025-08-21 01:34:41,2025-08-21T01:34:41.000Z,16,6,Info,134,MPLS-PE-01,SYSTEM,18795,Unknown event type,cisco,other,unclassified,,,0,0,,,,,,0,,5,false,false,false,false,
19edea0d712539b5,2025-08-21 08:38:51,2025-08-21T08:38:51.000Z,16,3,Error,131,DIST-SW-02,LINEPROTO,16125,"LINEPROTO-5-UPDOWN: Line protocol on Interface TenGigabitEthernet0/0/0, changed state to up",cisco,network,interface_event,,,0,0,,,TenGigabitEthernet0/0/0,,,0,,30,false,false,true,false,
86d4533af756a285,2025-08-21 02:44:57,2025-08-21T02:44:57.000Z,16,3,Error,131,CORE-RTR-02,LINEPROTO,17608,"LINEPROTO-5-UPDOWN: Line protocol on Interface Tunnel0, changed state to down",cisco,network,interface_event,,,0,0,,,Tunnel0,,,0,,30,false,false,true,false,
7e56176af9937842,2025-08-21 17:42:41,2025-08-21T17:42:41.000Z,16,1,Alert,129,EDGE-RTR-02,FIREWALL,23114,FIREWALL-1-ATTACK_DETECTED: ICMP flood detected from 198.51.100.9 to 172.16.1.71:27017,cisco,security,threat_detection,172.16.1.71,198.51.100.9,0,27017,ICMP,,,,,0,,80,true,false,false,false,
